tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
152,3/1/19 4:55 PM,3/1/19 4:58 PM,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,29586,Subscriber,1976,1
176,3/1/19 5:07 PM,3/1/19 5:10 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26173,Subscriber,1974,1
525,3/1/19 5:22 PM,3/1/19 5:31 PM,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072,-74.04288411,29203,Subscriber,1970,1
100,3/1/19 5:36 PM,3/1/19 5:38 PM,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26283,Subscriber,1985,1
677,3/1/19 5:54 PM,3/1/19 6:05 PM,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,29641,Customer,1973,1
277,3/1/19 6:00 PM,3/1/19 6:05 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26181,Subscriber,1990,1
212,3/1/19 6:02 PM,3/1/19 6:06 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26153,Subscriber,1977,1
669,3/1/19 6:04 PM,3/1/19 6:15 PM,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,29211,Subscriber,1990,1
1254,3/1/19 6:07 PM,3/1/19 6:28 PM,3183,Exchange Place,40.7162469,-74.0334588,3281,Leonard Gordon Park,40.74590997,-74.05727148,26183,Subscriber,1979,1
240,3/1/19 6:08 PM,3/1/19 6:12 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26199,Subscriber,1993,1
182,3/1/19 6:19 PM,3/1/19 6:22 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26245,Subscriber,1978,1
323,3/1/19 6:20 PM,3/1/19 6:25 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29670,Subscriber,1990,1
234,3/1/19 6:34 PM,3/1/19 6:37 PM,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,26275,Subscriber,1974,1
296,3/1/19 7:24 PM,3/1/19 7:29 PM,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,29220,Subscriber,1980,1
676,3/1/19 8:17 PM,3/1/19 8:28 PM,3183,Exchange Place,40.7162469,-74.0334588,3269,Brunswick & 6th,40.72601173,-74.05038893,29308,Subscriber,1958,1
1047,3/1/19 8:18 PM,3/1/19 8:35 PM,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,29288,Subscriber,1989,1
219,3/1/19 9:05 PM,3/1/19 9:08 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29500,Subscriber,1981,0
323,3/1/19 9:11 PM,3/1/19 9:17 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29460,Subscriber,1988,2
116,3/1/19 10:23 PM,3/1/19 10:24 PM,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26259,Subscriber,1989,1
276,3/1/19 11:07 PM,3/1/19 11:12 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26214,Subscriber,1986,1
161,3/2/19 12:56 AM,3/2/19 12:58 AM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29263,Subscriber,1975,1
128,3/2/19 1:30 AM,3/2/19 1:33 AM,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,29241,Subscriber,1969,0
394,3/2/19 9:22 AM,3/2/19 9:29 AM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29283,Subscriber,1983,1
372,3/2/19 12:14 PM,3/2/19 12:20 PM,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29201,Subscriber,1984,1
449,3/2/19 12:42 PM,3/2/19 12:49 PM,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,29586,Subscriber,1979,1
880,3/2/19 4:23 PM,3/2/19 4:38 PM,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,29472,Subscriber,1970,1
1370,3/2/19 4:49 PM,3/2/19 5:12 PM,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,29445,Customer,1969,0
1331,3/2/19 4:50 PM,3/2/19 5:12 PM,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,29654,Subscriber,1981,1
296,3/2/19 11:57 PM,3/3/19 12:02 AM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26194,Subscriber,1977,1
221,3/3/19 2:00 AM,3/3/19 2:04 AM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29435,Subscriber,1969,0
1063,3/3/19 12:30 PM,3/3/19 12:47 PM,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29220,Customer,1992,1
1007,3/3/19 12:30 PM,3/3/19 12:47 PM,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29290,Customer,1989,2
802,3/3/19 12:50 PM,3/3/19 1:03 PM,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29253,Customer,1992,1
789,3/3/19 12:50 PM,3/3/19 1:03 PM,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29290,Customer,1989,2
534,3/3/19 2:00 PM,3/3/19 2:09 PM,3183,Exchange Place,40.7162469,-74.0334588,3272,Jersey & 3rd,40.72333159,-74.04595256,26255,Subscriber,1994,1
525,3/3/19 2:00 PM,3/3/19 2:09 PM,3183,Exchange Place,40.7162469,-74.0334588,3272,Jersey & 3rd,40.72333159,-74.04595256,29469,Subscriber,1993,1
527,3/3/19 2:00 PM,3/3/19 2:09 PM,3183,Exchange Place,40.7162469,-74.0334588,3272,Jersey & 3rd,40.72333159,-74.04595256,26271,Subscriber,1994,1
212,3/4/19 3:32 PM,3/4/19 3:36 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29654,Subscriber,1980,1
664,3/4/19 3:59 PM,3/4/19 4:10 PM,3183,Exchange Place,40.7162469,-74.0334588,3681,Grand St,40.71517768,-74.03768331,29483,Subscriber,1994,1
282,3/4/19 4:53 PM,3/4/19 4:58 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29261,Subscriber,1956,1
112,3/4/19 5:16 PM,3/4/19 5:18 PM,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26192,Subscriber,1969,0
490,3/4/19 5:20 PM,3/4/19 5:28 PM,3183,Exchange Place,40.7162469,-74.0334588,3272,Jersey & 3rd,40.72333159,-74.04595256,29304,Subscriber,1958,1
164,3/4/19 5:34 PM,3/4/19 5:37 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26277,Subscriber,1960,1
260,3/4/19 5:35 PM,3/4/19 5:40 PM,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29548,Subscriber,1976,1
2665,3/4/19 5:38 PM,3/4/19 6:22 PM,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29446,Subscriber,1993,1
116,3/4/19 5:39 PM,3/4/19 5:41 PM,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29272,Subscriber,1985,1
353,3/4/19 5:51 PM,3/4/19 5:57 PM,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,29291,Subscriber,1962,1
384,3/4/19 6:03 PM,3/4/19 6:10 PM,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,29680,Subscriber,1969,0
362,3/4/19 6:16 PM,3/4/19 6:22 PM,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,26158,Subscriber,1970,1
127,3/4/19 6:25 PM,3/4/19 6:27 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29494,Subscriber,1987,1
161,3/4/19 6:34 PM,3/4/19 6:36 PM,3183,Exchange Place,40.7162469,-74.0334588,3681,Grand St,40.71517768,-74.03768331,29199,Subscriber,1974,1
123,3/4/19 6:43 PM,3/4/19 6:45 PM,3183,Exchange Place,40.7162469,-74.0334588,3681,Grand St,40.71517768,-74.03768331,29640,Subscriber,1983,1
159,3/4/19 7:01 PM,3/4/19 7:04 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26311,Subscriber,1970,1
312,3/4/19 7:04 PM,3/4/19 7:09 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29458,Subscriber,1955,1
577,3/4/19 7:10 PM,3/4/19 7:20 PM,3183,Exchange Place,40.7162469,-74.0334588,3278,Monmouth and 6th,40.72568548,-74.04879034,29629,Customer,1981,1
421,3/4/19 7:15 PM,3/4/19 7:22 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29209,Subscriber,1992,1
327,3/4/19 7:23 PM,3/4/19 7:28 PM,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,26269,Subscriber,1968,2
215,3/4/19 7:46 PM,3/4/19 7:50 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26289,Subscriber,1994,2
373,3/4/19 8:18 PM,3/4/19 8:24 PM,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,26196,Subscriber,1983,1
320,3/4/19 8:23 PM,3/4/19 8:28 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29475,Subscriber,1989,1
679,3/4/19 8:29 PM,3/4/19 8:40 PM,3183,Exchange Place,40.7162469,-74.0334588,3278,Monmouth and 6th,40.72568548,-74.04879034,29454,Subscriber,1984,1
103,3/4/19 9:19 PM,3/4/19 9:20 PM,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26225,Subscriber,1989,1
414,3/4/19 11:08 PM,3/4/19 11:15 PM,3183,Exchange Place,40.7162469,-74.0334588,3205,JC Medical Center,40.71653978,-74.04963791,29258,Subscriber,1991,1
902,3/5/19 8:15 AM,3/5/19 8:30 AM,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29458,Subscriber,1992,1
98,3/5/19 9:22 AM,3/5/19 9:24 AM,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29307,Subscriber,1971,2
158,3/5/19 10:36 AM,3/5/19 10:38 AM,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,29199,Subscriber,1978,1
360,3/5/19 12:39 PM,3/5/19 12:45 PM,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29589,Subscriber,1994,1
391,3/5/19 4:02 PM,3/5/19 4:08 PM,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,26289,Subscriber,1987,1
274,3/5/19 4:37 PM,3/5/19 4:42 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29609,Subscriber,1976,2
616,3/5/19 4:50 PM,3/5/19 5:00 PM,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29308,Subscriber,1985,1
286,3/5/19 5:12 PM,3/5/19 5:17 PM,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29476,Subscriber,1981,1
2704,3/5/19 5:27 PM,3/5/19 6:12 PM,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,29298,Subscriber,1993,1
107,3/5/19 5:27 PM,3/5/19 5:29 PM,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26247,Subscriber,1969,0
408,3/5/19 5:28 PM,3/5/19 5:35 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29679,Subscriber,1974,1
112,3/5/19 5:35 PM,3/5/19 5:36 PM,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29494,Subscriber,1985,1
156,3/5/19 5:38 PM,3/5/19 5:40 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29598,Subscriber,1984,1
304,3/5/19 5:42 PM,3/5/19 5:47 PM,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29640,Subscriber,1976,1
279,3/5/19 5:42 PM,3/5/19 5:47 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29234,Subscriber,1981,0
296,3/5/19 6:12 PM,3/5/19 6:17 PM,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29452,Subscriber,1979,1
255,3/5/19 6:12 PM,3/5/19 6:17 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26194,Subscriber,1970,1
403,3/5/19 6:14 PM,3/5/19 6:20 PM,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29681,Subscriber,1970,1
280,3/5/19 6:24 PM,3/5/19 6:29 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26225,Subscriber,1955,1
349,3/5/19 6:25 PM,3/5/19 6:31 PM,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,26227,Subscriber,1988,1
172,3/5/19 6:32 PM,3/5/19 6:35 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29209,Subscriber,1975,1
227,3/5/19 6:54 PM,3/5/19 6:58 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26196,Subscriber,1990,1
135,3/5/19 7:14 PM,3/5/19 7:16 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26237,Subscriber,1987,1
316,3/5/19 7:23 PM,3/5/19 7:28 PM,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,29228,Subscriber,1968,2
163,3/5/19 7:38 PM,3/5/19 7:40 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29469,Subscriber,1960,1
359,3/5/19 8:18 PM,3/5/19 8:24 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26158,Subscriber,1989,1
1724,3/5/19 9:13 PM,3/5/19 9:42 PM,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29202,Subscriber,1993,1
108,3/5/19 10:07 PM,3/5/19 10:09 PM,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29202,Subscriber,1989,1
1211,3/6/19 10:08 AM,3/6/19 10:29 AM,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29298,Subscriber,1949,1
209,3/6/19 2:46 PM,3/6/19 2:49 PM,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29446,Subscriber,1990,1
246,3/6/19 2:46 PM,3/6/19 2:50 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29659,Subscriber,1968,1
335,3/6/19 4:52 PM,3/6/19 4:58 PM,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29266,Subscriber,1990,1
249,3/6/19 4:55 PM,3/6/19 4:59 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29521,Subscriber,1974,1
644,3/6/19 5:00 PM,3/6/19 5:10 PM,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29498,Subscriber,1985,1
326,3/6/19 5:05 PM,3/6/19 5:10 PM,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,26153,Subscriber,1976,1
364,3/6/19 5:11 PM,3/6/19 5:17 PM,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,29552,Subscriber,1981,1
301,3/6/19 5:22 PM,3/6/19 5:27 PM,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29480,Subscriber,1993,1
118,3/6/19 5:23 PM,3/6/19 5:25 PM,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29228,Subscriber,1969,0
1948,3/6/19 5:24 PM,3/6/19 5:57 PM,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29509,Subscriber,1993,1
187,3/6/19 5:27 PM,3/6/19 5:30 PM,3183,Exchange Place,40.7162469,-74.0334588,3681,Grand St,40.71517768,-74.03768331,26161,Subscriber,1987,1
404,3/6/19 5:30 PM,3/6/19 5:37 PM,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072,-74.04288411,29591,Subscriber,1980,1
102,3/6/19 5:37 PM,3/6/19 5:39 PM,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29654,Subscriber,1985,1
108,3/6/19 5:49 PM,3/6/19 5:51 PM,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,29211,Subscriber,1960,1
267,3/6/19 5:49 PM,3/6/19 5:54 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26296,Subscriber,1970,1
673,3/6/19 5:55 PM,3/6/19 6:06 PM,3183,Exchange Place,40.7162469,-74.0334588,3278,Monmouth and 6th,40.72568548,-74.04879034,26242,Subscriber,1969,0
438,3/6/19 6:08 PM,3/6/19 6:15 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29653,Subscriber,1989,1
244,3/6/19 6:28 PM,3/6/19 6:32 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26225,Subscriber,1989,2
257,3/6/19 6:30 PM,3/6/19 6:35 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29593,Subscriber,1955,1
271,3/6/19 6:31 PM,3/6/19 6:35 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29582,Subscriber,1981,0
250,3/6/19 6:45 PM,3/6/19 6:49 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26304,Subscriber,1990,1
184,3/6/19 7:14 PM,3/6/19 7:18 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29215,Subscriber,1987,1
278,3/6/19 7:30 PM,3/6/19 7:34 PM,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,29298,Subscriber,1968,2
229,3/6/19 8:10 PM,3/6/19 8:14 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29589,Subscriber,1994,1
144,3/6/19 8:49 PM,3/6/19 8:52 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29234,Subscriber,1987,1
246,3/6/19 9:29 PM,3/6/19 9:33 PM,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,29505,Subscriber,1961,1
698,3/6/19 9:48 PM,3/6/19 9:59 PM,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,26196,Subscriber,1992,2
160,3/6/19 11:28 PM,3/6/19 11:31 PM,3183,Exchange Place,40.7162469,-74.0334588,3681,Grand St,40.71517768,-74.03768331,29296,Subscriber,1990,1
484,3/6/19 11:33 PM,3/6/19 11:41 PM,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,26300,Customer,1999,1
286,3/7/19 12:22 PM,3/7/19 12:27 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26431,Subscriber,1968,1
650,3/7/19 12:29 PM,3/7/19 12:40 PM,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,26165,Subscriber,1980,1
1190,3/7/19 1:28 PM,3/7/19 1:48 PM,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29307,Subscriber,1993,1
198,3/7/19 2:36 PM,3/7/19 2:40 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29552,Subscriber,1989,1
181,3/7/19 5:00 PM,3/7/19 5:04 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26172,Subscriber,1974,1
584,3/7/19 5:01 PM,3/7/19 5:11 PM,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29207,Subscriber,1980,1
133,3/7/19 5:37 PM,3/7/19 5:39 PM,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26267,Subscriber,1985,1
284,3/7/19 5:38 PM,3/7/19 5:43 PM,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29234,Subscriber,1976,1
284,3/7/19 5:39 PM,3/7/19 5:44 PM,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,29647,Subscriber,1985,1
287,3/7/19 5:41 PM,3/7/19 5:45 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29638,Subscriber,1980,1
2042,3/7/19 5:49 PM,3/7/19 6:23 PM,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29582,Subscriber,1993,1
214,3/7/19 5:51 PM,3/7/19 5:54 PM,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,29518,Subscriber,1994,1
181,3/7/19 5:52 PM,3/7/19 5:55 PM,3183,Exchange Place,40.7162469,-74.0334588,3681,Grand St,40.71517768,-74.03768331,26182,Subscriber,1988,2
165,3/7/19 6:10 PM,3/7/19 6:13 PM,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,29446,Subscriber,1993,1
121,3/7/19 6:49 PM,3/7/19 6:51 PM,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,29502,Subscriber,1990,1
242,3/7/19 7:01 PM,3/7/19 7:05 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29285,Subscriber,1981,0
267,3/7/19 7:02 PM,3/7/19 7:06 PM,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,29278,Subscriber,1979,1
247,3/7/19 7:14 PM,3/7/19 7:18 PM,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,29298,Subscriber,1968,2
668,3/7/19 7:18 PM,3/7/19 7:29 PM,3183,Exchange Place,40.7162469,-74.0334588,3269,Brunswick & 6th,40.72601173,-74.05038893,26316,Subscriber,1958,1
299,3/7/19 7:21 PM,3/7/19 7:26 PM,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29593,Subscriber,1971,1
503,3/7/19 7:23 PM,3/7/19 7:31 PM,3183,Exchange Place,40.7162469,-74.0334588,3270,Jersey & 6th St,40.72528911,-74.04557168,29302,Subscriber,1954,1
550,3/7/19 7:39 PM,3/7/19 7:49 PM,3183,Exchange Place,40.7162469,-74.0334588,3278,Monmouth and 6th,40.72568548,-74.04879034,29598,Customer,1981,1
110,3/7/19 8:08 PM,3/7/19 8:10 PM,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26222,Subscriber,1989,1
270,3/7/19 8:35 PM,3/7/19 8:39 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26247,Subscriber,1994,1
